0.72304,1.1002,0.63572,0.73019,0.56311,0.66002,0.74804,0.86987,0.75903,0.77947,0.67785,0.97312,0.62823,0.49471,0.91294,0.79415,0.89497,0.67086,1.0357,0.84809,0.92666,0.22457,0.31108,0.37035,0.42308,0.52776,0.29183,0.90638,0.98289,0.9655,0.81037,0.78553,0.9564,0.97186,0.74495,0.92802,1.1499,0.89411,0.51635,0.61731,0.86419,0.95886,0.77691,0.82674,0.36187
0.79895,1.1481,0.81129,0.80706,0.62709,0.71025,0.83074,0.98866,0.83132,0.86421,0.90931,1.0525,0.65392,0.50726,1.0024,0.91844,0.96199,0.69524,1.1058,0.94206,1.0287,0.3026,0.3952,0.42183,0.59037,0.66786,0.34224,0.99702,1.0209,1.0016,0.82984,0.84212,1.0134,1.0323,0.82698,1.0318,1.2159,0.97961,0.72027,0.70726,0.96415,1.0704,0.9015,0.9517,0.42685
0.84477,1.1679,0.87869,0.84238,0.68431,0.75281,0.87804,1.0482,0.86226,0.90012,0.9846,1.0846,0.70154,0.53539,1.0478,0.96916,0.99854,0.72173,1.1398,0.99507,1.08,0.36246,0.48406,0.46892,0.67192,0.73677,0.38607,1.0269,1.0347,1.0134,0.85894,0.8818,1.0404,1.0581,0.88248,1.0732,1.2479,1.0272,0.87767,0.74403,1.0039,1.1207,0.95245,1.0134,0.4633
0.86865,1.1801,0.9231,0.87014,0.74725,0.78117,0.90774,1.0796,0.88995,0.93693,1.0312,1.1021,0.74088,0.57434,1.0746,1.0003,1.0256,0.74151,1.1695,1.0172,1.1067,0.41971,0.533,0.50182,0.72178,0.78023,0.41945,1.0616,1.0465,1.0229,0.86931,0.9051,1.0557,1.0704,0.91743,1.0996,1.2674,1.051,0.98236,0.77565,1.0307,1.1482,0.98721,1.0435,0.49227
0.89607,1.1857,0.94681,0.89352,0.79305,0.79505,0.92644,1.1011,0.8996,0.95736,1.0709,1.1177,0.77572,0.59598,1.0966,1.0283,1.0438,0.7562,1.1835,1.0432,1.1329,0.46885,0.57476,0.53794,0.75986,0.81665,0.42299,1.0796,1.0523,1.0313,0.88401,0.9211,1.0673,1.0812,0.93357,1.1166,1.2815,1.0729,1.0485,0.79495,1.0521,1.1747,1.0063,1.0741,0.50871
0.91103,1.1944,0.96369,0.90883,0.84104,0.81133,0.94994,1.1205,0.91543,0.97503,1.0886,1.1253,0.80948,0.62631,1.1103,1.0418,1.0562,0.76852,1.2011,1.0679,1.1476,0.5015,0.61808,0.55736,0.78417,0.84348,0.43458,1.095,1.0538,1.0381,0.89807,0.94228,1.075,1.0867,0.952,1.1311,1.2925,1.0901,1.0916,0.81585,1.0683,1.191,1.0219,1.0969,0.53561
0.92699,1.1973,0.97814,0.92577,0.86543,0.8185,0.96299,1.1362,0.93533,0.98992,1.111,1.1309,0.83402,0.64723,1.1236,1.0553,1.0673,0.77059,1.2123,1.0794,1.1599,0.54681,0.6542,0.57459,0.80448,0.86193,0.46513,1.1027,1.0597,1.0411,0.90264,0.94717,1.0818,1.0951,0.9703,1.1422,1.3021,1.1014,1.1263,0.83536,1.0766,1.2027,1.0335,1.1097,0.55194
0.93643,1.2033,0.99118,0.9352,0.89043,0.82094,0.97416,1.1509,0.94566,1.0035,1.1187,1.1391,0.85855,0.66128,1.1338,1.068,1.0797,0.78952,1.2218,1.0858,1.1676,0.57074,0.67238,0.59578,0.81808,0.88396,0.48369,1.1117,1.0634,1.0466,0.90467,0.95958,1.0891,1.1009,0.98846,1.1508,1.3094,1.11,1.1546,0.84853,1.0876,1.217,1.0476,1.118,0.56817
0.9522,1.2046,0.99845,0.94745,0.90587,0.83803,0.98042,1.1619,0.94963,1.012,1.1305,1.1435,0.87188,0.68788,1.1434,1.0762,1.0875,0.79268,1.2317,1.1026,1.1795,0.58605,0.68749,0.60588,0.83431,0.89027,0.49874,1.1238,1.0691,1.0507,0.90835,0.97222,1.096,1.1059,1.001,1.1635,1.3134,1.1209,1.1766,0.85253,1.0957,1.228,1.055,1.1292,0.59202
0.96575,1.2108,1.0049,0.95743,0.91998,0.84887,0.9934,1.1718,0.95681,1.0256,1.1438,1.15,0.88801,0.7093,1.1495,1.0854,1.0978,0.79678,1.2366,1.1084,1.1866,0.60938,0.70409,0.63033,0.84525,0.90875,0.51094,1.1309,1.0723,1.0547,0.9179,0.9781,1.1,1.1087,1.0118,1.171,1.3208,1.1299,1.1935,0.8644,1.1044,1.2354,1.0646,1.1401,0.60172
0.97079,1.2122,1.0137,0.96533,0.93782,0.85148,1.0036,1.1795,0.9647,1.0304,1.156,1.1554,0.90649,0.73109,1.1607,1.0915,1.1008,0.80088,1.2447,1.1208,1.1923,0.62786,0.71455,0.62885,0.85237,0.91549,0.50907,1.1305,1.0767,1.0586,0.92143,0.98376,1.1052,1.113,1.0171,1.1766,1.3239,1.1352,1.2081,0.87474,1.1136,1.2411,1.0724,1.1493,0.61102
0.98406,1.2148,1.017,0.97068,0.94787,0.85891,1.0121,1.1864,0.97648,1.0363,1.1587,1.1575,0.91811,0.74161,1.1634,1.0967,1.1073,0.81385,1.2496,1.1263,1.2021,0.63694,0.73129,0.64687,0.86355,0.92419,0.52691,1.141,1.0801,1.0638,0.93166,0.98963,1.1078,1.1175,1.0267,1.1798,1.3291,1.1429,1.2193,0.87875,1.1198,1.2528,1.0777,1.1572,0.62964
0.98751,1.218,1.0261,0.97616,0.96135,0.86757,1.0138,1.1917,0.97087,1.0427,1.169,1.1663,0.92137,0.75407,1.173,1.1047,1.112,0.81939,1.2555,1.1291,1.2093,0.65393,0.74115,0.65447,0.87017,0.93722,0.53761,1.1456,1.0807,1.0647,0.92653,0.99254,1.1116,1.1215,1.0342,1.1848,1.3316,1.1499,1.2312,0.88724,1.1232,1.2575,1.084,1.1644,0.64634
0.99534,1.2198,1.0278,0.9829,0.96459,0.87167,1.0241,1.1949,0.98177,1.0476,1.1707,1.1671,0.93197,0.75246,1.175,1.1078,1.1173,0.8195,1.2588,1.1375,1.2145,0.66407,0.7524,0.66506,0.87786,0.94111,0.54588,1.1499,1.0847,1.0667,0.93285,0.99893,1.1148,1.1227,1.038,1.1873,1.3338,1.152,1.2378,0.89524,1.1283,1.2637,1.0886,1.1676,0.64802
0.99421,1.2219,1.0291,0.98372,0.97109,0.87537,1.0202,1.1993,0.98235,1.0486,1.1707,1.1686,0.93584,0.76545,1.1782,1.1131,1.1184,0.82261,1.2561,1.146,1.2129,0.67088,0.75071,0.67798,0.87947,0.94308,0.54178,1.1503,1.0868,1.0707,0.93638,1.0026,1.1141,1.1266,1.0369,1.1875,1.3355,1.1531,1.2413,0.89415,1.13,1.2665,1.092,1.1658,0.65558
0.99629,1.2228,1.0308,0.98671,0.97383,0.87634,1.0262,1.2051,0.97764,1.0464,1.1724,1.1688,0.93193,0.77474,1.1803,1.1144,1.1194,0.82304,1.2569,1.1445,1.2137,0.67197,0.74816,0.66703,0.87627,0.94888,0.54684,1.1508,1.0869,1.0714,0.94271,1.0023,1.115,1.1256,1.0418,1.1858,1.3363,1.1522,1.2436,0.89394,1.1323,1.2691,1.0947,1.1724,0.66506
0.99853,1.2246,1.0312,0.98536,0.97382,0.88063,1.0232,1.2059,0.97729,1.0473,1.1709,1.1709,0.94004,0.77016,1.1801,1.1107,1.1213,0.8231,1.2557,1.1376,1.2135,0.67602,0.74675,0.65516,0.88447,0.95098,0.55197,1.1504,1.0899,1.0723,0.93064,1.0074,1.1121,1.128,1.0398,1.1813,1.3377,1.1529,1.2402,0.89412,1.1356,1.2742,1.0953,1.17,0.65593
0.9943,1.2229,1.032,0.98146,0.9747,0.87907,1.027,1.2077,0.97579,1.0488,1.166,1.1731,0.93536,0.77059,1.1833,1.1101,1.1197,0.81967,1.2548,1.1381,1.212,0.67027,0.75446,0.67563,0.88199,0.9536,0.5381,1.1483,1.0893,1.0745,0.93726,1.0013,1.1139,1.1287,1.0411,1.1806,1.3375,1.1521,1.2372,0.89428,1.1355,1.2774,1.0938,1.1697,0.65535
0.99407,1.2201,1.0342,0.98373,0.97597,0.87818,1.0271,1.2094,0.97834,1.0465,1.167,1.171,0.93965,0.77518,1.1878,1.1102,1.124,0.81965,1.2529,1.1408,1.2087,0.67282,0.75386,0.67415,0.88249,0.94623,0.55511,1.1517,1.0886,1.0739,0.93406,1.0074,1.1105,1.1274,1.0422,1.1789,1.3366,1.1498,1.2328,0.88832,1.1394,1.2791,1.0991,1.1714,0.65965
0.99933,1.2222,1.0325,0.98203,0.97921,0.87657,1.0263,1.2133,0.97664,1.0477,1.168,1.1731,0.93764,0.77949,1.1879,1.1111,1.125,0.82176,1.2503,1.1427,1.2097,0.67806,0.75149,0.67348,0.88344,0.94948,0.55653,1.1519,1.0892,1.0754,0.93834,1.0043,1.1121,1.1294,1.0468,1.1764,1.3389,1.1545,1.2325,0.89676,1.1413,1.283,1.0974,1.1706,0.65705
